respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Responde una de estas tres preguntas, la que prefieras responder:1. Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar sobre tu futuro.2. Cuéntanos una situación que haya sucedido en tu institución educativa que te haya impactado particularmente positiva o negativamente.3. Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar en que cosas se pueden mejorar en tu institución.Describe la situación, y lo que pasó.Comparte tu experiencia / tu ejemplo aquí:",La historia que contaste te genera...,¿Con que frecuencia sucede tu historia? ,¿Con que temas esta relacionada tu historia? ,Mi experiencia produjo...,"Pensando en la experiencia que compartí, me enfoqué en:",En mi experiencia los estudiantes aprenden a través de...,Mi foco estuvo en cultivar en los estudiantes…,Los estudiantes aprenden a través de: ,Las decisiones fueron influenciadas por…,Mi papel como maestro fue ,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes se les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,Tipo de Institución,En que trayectoria enseña,Género,Edad,Nivel Educativo
12502868663,402064447,2021-03-18 11:24:05,2021-03-18 11:34:29,161.18.11.204,,,,,Sí,CAUCA,santa librada,"1. Los contextos de donde provienen nuestros estudiantes está marcado por situaciones socio culturales que propenden por una vision distorcionada de las instituciones que propenden por la formación de los ciudadanos del siglo XXI. familia, escuela, politica, iglesia. ",Motivación,Con frecuencia,Mi aporte a la humanidad y al mundo,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,La IE y la secretaría,Abrir nuevos mundos para los estudiantes,50,50,50,Oficial,Media,Hombre,40 a 49 años,Licenciado
12502866746,402064447,2021-03-18 11:18:21,2021-03-18 11:34:00,152.231.24.200,,,,,Sí,VALLE DEL CAUCA,Santa Librada ,La dedicación de todos los miembros de la comunidad educativa.El compromiso para orientar los procesos escolares ,Motivación,Con frecuencia,Trabajo en equipo,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Comprensión del mundo que los rodea,Experimentar y crear,Maestros y rectores,Abrir nuevos mundos para los estudiantes,51,52,57,Oficial,Básica Primaria,Hombre,50 a 59 años,Especialista
12502866499,402064447,2021-03-18 11:18:24,2021-03-18 11:33:37,181.53.153.57,,,,,Sí,VALLE DEL CAUCA,Institución Educativa de Santa Librada. Sede Santiago de Cali,"En la institución educativa se viene realizando una reestructuración del plan de estudios, desde el preescolar hasta el bachillerato, de esta manera encaminarlo hacia la formación de ese ser más humano, crítico y autónomo que queremos, para su propia autoformación y que la sociedad y su contexto sea transformado. Que tenga en cuenta las habilidades de los estudiantes y no se homogenicen. Debemos concientizarnos de la diversidad y niveles de aprendizaje de los estudiantes",Motivación,Con frecuencia,La forma como los estudiantes aprenden,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Maestros y rectores,Abrir nuevos mundos para los estudiantes,35,50,50,Oficial,Básica Primaria,Mujer,50 a 59 años,Licenciado
12502866438,402064447,2021-03-18 11:21:28,2021-03-18 11:34:11,181.54.0.78,,,,,Sí,VALLE DEL CAUCA,Institución Educativa de Santa Librada - sede Santiago de Cali,"Lo que más me ha impactado en mi vida laborar es haberme encontrado con estudiantes vinculados al SRPA, me parece una paradoja total y quisiera aportar algo para cambiar las dinámicas del sistema en cuanto a la atención a niños, niñas y/o adolescentes",Impotencia,De vez en cuando,Creatividad e Innovación,Resultados interesantes,El desarrollo socioemocional de mis estudiantes,Aplicar lo aprendido,Comprensión del mundo que los rodea,Experimentar y crear,Estudiantes y padres,Ayudar a estudiantes a alcanzar sus objetivos,1,99,2,Oficial,Básica Primaria,Mujer,40 a 49 años,Especialista
12502865485,402064447,2021-03-18 11:18:32,2021-03-18 11:42:38,190.99.149.23,,,,,Sí,VALLE DEL CAUCA,Santa Librada,Con algunos estudiantes  me impacta el hecho de que la educación que reciben en el colegio  genera cambios muy  valiosos en su proceder.  Una  estudiante de décimo  grado a raíz  de la formación en  valores  decide encausar  su vida por otra más  productiva y  con  menos riesgos para su vida. ,Orgullo/Satisfacción,Con frecuencia,La forma como los estudiantes aprenden,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Habilidades prácticas para la vida para una futura empleabilidad,Reflexionar y comprender,Maestros y rectores,Dar soporte emocional a los estudiantes,75,50,50,Oficial,Básica Secundaria,Mujer,60 a 69 años,Magister
12502864064,402064447,2021-03-18 11:26:28,2021-03-18 11:33:45,181.62.52.106,,,,,Sí,VALLE DEL CAUCA,i.E. de santa Librada,el trabajo con un estudiante TDH,Orgullo/Satisfacción,De vez en cuando,Mi relación con los estudiantes,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Estudiantes y padres,Ayudar a estudiantes a alcanzar sus objetivos,50,50,50,Oficial,Básica Primaria,Mujer,50 a 59 años,Especialista
12502861196,402064447,2021-03-18 11:19:00,2021-03-18 11:32:09,181.234.175.235,,,,,Sí,VALLE DEL CAUCA,IEO de Santa Librada_Sede Carlos Alberto Sardi,"Los resultados de los niños en secundaria, sus desempeños en los trabajos, las faltas de oportunidades y la manera como esos círculos familiares se repiten, estudian en escuela, siguen sin oportunidades después de su grado y luego van a ocupar los cargos laborales que tienen sus padres, ventas ambulantes, informalidad, baja remuneración. del mismo modo, el proyecto de vida con la paternidad o maternidad a temprana edad. Todo ello lleva a cuestionar nuestro proceder como instituciones de formación, estamos formando para... y los afectados, los niños, la sociedad, un país. Todo ello me ha llevado a transformar mi práctica y sobre todo, cuestionar el camino que lleva nuestra institución...con un panorama desolador. ",Motivación,Con frecuencia,Creatividad e Innovación,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Comprensión del mundo que los rodea,Experimentar y crear,Maestros y rectores,Abrir nuevos mundos para los estudiantes,50,50,21,Oficial,Básica Primaria,Hombre,30 a 39 años,Magister
12502855146,402064447,2021-03-18 11:22:04,2021-03-18 11:42:59,181.78.11.103,,,,,Sí,VALLE DEL CAUCA,Santa librada ,Consumo de drogas ,Tristeza,Casi nunca,Mi aporte a la humanidad y al mundo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Experimentar y crear,Estudiantes y padres,Dar soporte emocional a los estudiantes,0,0,0,Oficial,Básica Primaria,Mujer,20 a 29 años,Licenciado
12502846997,402064447,2021-03-18 11:18:21,2021-03-18 11:27:40,191.106.198.127,,,,,Sí,VALLE DEL CAUCA,Institucion Educativo De Santa Librada,la falta de recursos tecnologicos para ayudar a la comunidad educativa.,Impotencia,Con frecuencia,Tecnologías y herramientas digitales,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Buenas bases para la compresión de futuros aprendizajes,Aplicar lo aprendido en cosas concretas,La IE y la secretaría,Abrir nuevos mundos para los estudiantes,5,5,8,Oficial,Básica Primaria,Mujer,50 a 59 años,Especialista
12502332336,402064447,2021-03-18 08:42:39,2021-03-18 08:51:45,201.185.3.54,,,,,Sí,VALLE DEL CAUCA,SANTA ROSA sede JOSE CARDONA HOYOS,"La situación que mas me impacta todos los días es el poco apoyo famliar y el trato con sus hijos, lo cual se que incide en nuestros jóvenes. ",Motivación,Con frecuencia,Mi aporte a la humanidad y al mundo,Resultados interesantes,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,45,35,10,Oficial,Básica Primaria,Mujer,50 a 59 años,Especialista
12502323030,402064447,2021-03-18 08:41:29,2021-03-18 08:48:14,186.168.217.242,,,,,Sí,VALLE DEL CAUCA,SANTA ROSA,"LAS FRONTERAS INVISIBLES: ES UNA SITUACION EN LA QUE DEBE MEDIAR LA POLICIA EN CONJUNTO CON EL ICBF, PARA QUE LOS ESTUDIANTES ESTEN PROTEGIDOS DE ESTE FLAGELO.",Impotencia,Con frecuencia,Mi relación con los estudiantes,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Aplicar lo aprendido en cosas concretas,Maestros y rectores,Dar soporte emocional a los estudiantes,28,73,45,Oficial,Básica Primaria,Hombre,30 a 39 años,Licenciado
