respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12599939676,402650228,2021-04-23 09:51:05,2021-04-23 10:03:16,186.81.193.113,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,Aser las tareas de matematicas porque me dibierte y aprendemos mucho mas ,Matematicas,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,100,100,Satisfacción/orgullo,Una vez,Lo que hago en las horas de clase,6,11 a 13 años,Bachiller,Hombre
12599939338,402650228,2021-04-23 09:51:14,2021-04-23 10:01:33,190.121.138.237,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Inglés aprendí a ablar  inglés y me gusta mucho aprender otros idiomas,Aprendiendo inglés,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,0,0,100,Felicidad,Una vez,La forma cómo los profesores enseñan,6,14 a 16 años,No se,Hombre
12599938988,402650228,2021-04-23 09:56:11,2021-04-23 10:00:50,186.86.89.106,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Confuso,La mejor clase,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,50,Felicidad,No se,Cómo resolver conflictos,,,,
12599937993,402650228,2021-04-23 09:51:54,2021-04-23 10:01:09,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gusto mucho ingles,#hashtag ingles,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,50,59,Felicidad,No se,Cómo resolver conflictos,5,8 a 10 años,Bachiller,Mujer
12599937622,402650228,2021-04-23 09:51:55,2021-04-23 10:01:16,190.108.76.86,,,,,Sí,VALLE DEL CAUCA,,te enseñó algo nuevo,"Aprendí muchas cosas nuevas en clases, conocí muchas personas nuevas y también hice ejercicio",Mis clases del 2020,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,50,34,50,Felicidad,No se,Innovación / creatividad,6,11 a 13 años,No se,Mujer
12599937142,402650228,2021-04-23 09:51:31,2021-04-23 10:00:56,181.129.173.146,,,,,No,CAUCA,Santa Teresita,te enseñó algo nuevo,Esmudibertibo,Colegio,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,18,19,86,Felicidad,Todo el tiempo,Cómo resolver conflictos,6,8 a 10 años,No se,Hombre
12599936942,402650228,2021-04-23 09:52:10,2021-04-23 10:00:49,191.106.152.100,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gustó por que hice la actividad con la profesora,Clases de geometría y matemáticas ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,100,Tristeza,No se,Lo que hago en las horas de clase,6,11 a 13 años,No se,Hombre
12599936936,402650228,2021-04-23 09:51:46,2021-04-23 10:01:26,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Me dio curiosidad porque casi no lo entendi,#mi curiosidad,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,9,Satisfacción/orgullo,Con frecuencia,Cómo resolver conflictos,6,11 a 13 años,No se,Mujer
12599936897,402650228,2021-04-23 09:52:57,2021-04-23 10:00:53,181.55.188.15,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Lectura,#apreder,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,71,0,100,Felicidad,Todo el tiempo,Ninguna de las anteriores,5,8 a 10 años,Bachiller,Mujer
12599936606,402650228,2021-04-23 09:57:07,2021-04-23 10:03:02,204.199.90.207,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Megusta mi Profesor me en secha mucho,Fisica naturales,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,30,20,58,Felicidad,Rara vez,Cómo resolver conflictos,6,11 a 13 años,Bachiller,Mujer
12599936162,402650228,2021-04-23 09:56:46,2021-04-23 10:00:34,181.129.174.43,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,Que esque no me gusta estu diar asi birtual,No estudiar asi,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,1,100,100,Felicidad,Rara vez,La forma cómo los profesores enseñan,5,11 a 13 años,Bachiller,Hombre
12599936091,402650228,2021-04-23 09:51:17,2021-04-23 10:01:22,190.108.77.29,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,LA CLASE  APENDEMOS MUCHO MAS DE LO QUE SABEMOS,APENDO,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,35,30,Felicidad,No se,Cómo resolver conflictos,6,14 a 16 años,Bachiller,Mujer
12599936008,402650228,2021-04-23 09:51:12,2021-04-23 10:00:21,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gustan todas las materias sobre todo la manera como estamos estudiando x el medio virtual ,Virtual super,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,19,10,79,Felicidad,Con frecuencia,Lo que hago en las horas de clase,5,8 a 10 años,Bachiller,Hombre
12599935536,402650228,2021-04-23 09:51:26,2021-04-23 10:00:27,190.121.138.237,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,La esperiencia fue la elavoracion de un video que fue enfocado al reciclage me encanto porque aprendi mucho mas y mi video gano un premio me encantaba las clases de mi profe porque fueron clases muy buenas y divertidas actualmente me gustan mis clases porque todos los profesores son muy buenos en su area y nos enseñan de manera muy productiva y ludica ,Me encanta mi colegio ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,41,50,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,6,11 a 13 años,Técnico,Mujer
12599935495,402650228,2021-04-23 09:54:21,2021-04-23 10:01:00,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Yo quise aprender mas cosas en la escuela,Castellano mi favorito,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,96,18,27,Felicidad,No se,El trabajo en equipo,6,11 a 13 años,Bachiller,Hombre
12599935051,402650228,2021-04-23 09:57:07,2021-04-23 10:01:48,181.52.172.167,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,Me encanta aprender algo nuevo todos los dias,Me gusta aprender,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,12,64,Felicidad,Todo el tiempo,El trabajo en equipo,6,11 a 13 años,No se,Hombre
12599934801,402650228,2021-04-23 09:51:23,2021-04-23 10:01:10,181.55.124.89,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,En ciencias naturales nos pusieron hacer una maqueta y aprendi algo nuevo,ecosistema natural,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,0,1,Felicidad,Todo el tiempo,El cuidado del medio ambiente,6,11 a 13 años,Bachiller,Mujer
12599934369,402650228,2021-04-23 09:51:03,2021-04-23 09:59:59,190.108.77.28,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,"La experiencia que tuve fue en la área de sociales  por que nos ponían hacer debates y nos ponían a ver películas antiguas de la Constitución política y Liberales y los conserbativos y  hay una película que se llama , los cóndores no se entierran todos los días y me gustó el debate que hicimos y eso es todo",El temas que me gusta mucho,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,0,50,Satisfacción/orgullo,No se,Liderazgo,6,11 a 13 años,Técnico,Hombre
12599934272,402650228,2021-04-23 09:51:31,2021-04-23 10:00:06,190.108.76.94,,,,,Sí,CAUCA,Santa Teresita,te dio curiosidad por aprender más,El día de los experimentos un pequeño concurso que hicimos en el colegio me sorprendió mucho la pequeñita máquina de palomitas casera que hizo una compañera y yo quería hacer una,#PALOMITASDEMAIZ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,0,100,Felicidad,Una vez,Lo que hago en mi tiempo libre,6,11 a 13 años,No se,Hombre
12599934048,402650228,2021-04-23 09:52:32,2021-04-23 10:01:16,190.121.138.237,,,,,Sí,AMAZONAS,Santa Teresita,te enseñó algo nuevo,Me gusto,Megusto,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,14,90,Felicidad,No se,El trabajo en equipo,5,11 a 13 años,Postgrado,Mujer
12599934039,402650228,2021-04-23 09:55:44,2021-04-23 09:59:43,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Me encantan las clases de inglés son bien explicadas y también se dan variadas maneras de enseñar ,Excelente aprendizaje ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,100,50,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Hombre
12599933830,402650228,2021-04-23 09:51:12,2021-04-23 10:00:03,190.121.139.4,,,,,Sí,CAQUETÁ,Santa Teresita,te dio curiosidad por aprender más,Un día la profesora nos puso un examen de números decimales y quería ser la que felicita la profesora y me felicito,El examen fantastico,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,3,100,Felicidad,Con frecuencia,La forma como los profesores me evalúan,5,8 a 10 años,Bachiller,Mujer
12599933824,402650228,2021-04-23 09:53:01,2021-04-23 09:59:47,204.199.90.207,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,"La mejor clase, para mi fue la clase de catredra afrocolombiana, ya que  en esa clase comprendi mejor la comunidad afro",La mejor clase ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,9,100,13,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,6,11 a 13 años,No se,Hombre
12599933662,402650228,2021-04-23 09:51:16,2021-04-23 10:01:01,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,"en una clase de ingles el profesor nos enseño un video y luego de ver el video nos hizo unas preguntas y las resolvimos un grupo,las preguntas me enseñaron a aprender mas ingles",la clase de ingles,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,0,Felicidad,Con frecuencia,El trabajo en equipo,6,8 a 10 años,Técnico,Mujer
12599933530,402650228,2021-04-23 09:51:16,2021-04-23 10:00:11,181.55.124.89,,,,,No,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Por aprender mas porgue puedo ser alguien en La vida,Aprender algo en La  vida,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,70,8,14,Felicidad,Todo el tiempo,Cómo resolver conflictos,5,8 a 10 años,Bachiller,Hombre
12599933501,402650228,2021-04-23 09:51:26,2021-04-23 10:00:10,186.81.103.253,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Lo que me sucedió el año pasado fue qué pude tener en una materia algo que me llevó a emprender más a saber mucho más y me dio mucha curiosidad que fue en la materia inglés por esos idiomas porque me enseñaban dibujos y también la muy buena explicacion que daba el profesor.,Comprensión y esfuerzo,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,0,0,Felicidad,Una vez,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Mujer
12599932733,402650228,2021-04-23 09:55:24,2021-04-23 10:00:15,181.129.173.146,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Me gusto me la clase de inglés por que aduanas un juego de número en inglés asta 50,Ampremdi ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,0,12,Felicidad,Una vez,El trabajo en equipo,6,11 a 13 años,Bachiller,Hombre
12599932473,402650228,2021-04-23 09:51:05,2021-04-23 09:59:34,181.55.188.138,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,En una clase me dió curiosidad de aprender inglés porque no le entendía nada a la profe y por eso descargue una aplicación para aprender más de ingles  ,Clase para aprender mejor ingles ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,0,Felicidad,Todo el tiempo,Lo que hago en mi tiempo libre,6,8 a 10 años,No se,Mujer
12599932209,402650228,2021-04-23 09:51:15,2021-04-23 09:59:56,190.121.138.237,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,,,Me sentí confundido/no entendí nada,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,70,51,50,no está seguro,Rara vez,Cómo resolver conflictos,5,8 a 10 años,No se,Mujer
12599931720,402650228,2021-04-23 09:52:16,2021-04-23 09:59:10,190.121.139.2,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gusto porq hablaba de artística y me gusta mucho hacer dibujos y trataba de dibujar y me gusto mucho  ,La mejor clase de mi vida ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,64,70,100,Felicidad,Una vez,Ninguna de las anteriores,6,11 a 13 años,No se,Mujer
12599931489,402650228,2021-04-23 09:51:52,2021-04-23 09:58:58,186.86.87.60,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te confundió,una materia que me confundio por que no escuchaba y el profes@r no me quiso repetir la tarea y me toco pedir copia,no entendi mi clase por que el profe no me repitio ,Me sentí confundido/no entendí nada,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,1,1,Rabia,No se,Ninguna de las anteriores,6,11 a 13 años,No se,Mujer
12599931436,402650228,2021-04-23 09:51:05,2021-04-23 10:00:23,201.219.246.67,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Aprendí a dividir #,Dividir,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,50,65,Felicidad,Con frecuencia,Lo que hago en las horas de clase,6,11 a 13 años,Bachiller,Hombre
12599930870,402650228,2021-04-23 09:51:07,2021-04-23 09:59:02,190.108.77.29,,,,,Sí,HUILA,Santa Teresita,te enseñó algo nuevo,Cuando trabajamos artistica  por que asemos actividades,La mejor clase de mi vida ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,40,0,0,Felicidad,Una vez,Relación con los profesores,5,11 a 13 años,Universitario,Mujer
12599930732,402650228,2021-04-23 09:51:36,2021-04-23 09:58:50,181.52.172.167,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Quiero aprender más sobre los números decimales porque me gusta mucho la matematicas,MI MEJOR MATERIA,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,1,Felicidad,Todo el tiempo,Lo que hago en mi tiempo libre,5,11 a 13 años,No se,Mujer
12599930665,402650228,2021-04-23 09:51:37,2021-04-23 09:59:08,181.55.188.15,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Me dió mucha curiosidad la clase de castellano y me gusta mucho por la literatura,#literatura,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,23,87,Felicidad,Todo el tiempo,Ninguna de las anteriores,6,11 a 13 años,Postgrado,Hombre
12599930525,402650228,2021-04-23 09:52:34,2021-04-23 09:58:40,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,En la clase de matematicas me gusta participar por ejemplo un dia estamos aprendiendo algo nuevo y  me gusto porque aprendi mucho,El mejor dia en la escuela,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,99,0,Angustia/Miedo,Con frecuencia,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Mujer
12599930503,402650228,2021-04-23 09:51:20,2021-04-23 09:58:37,190.121.139.4,,,,,No,VALLE DEL CAUCA,Santa Teresita,te confundió,la experiencia que mas me gusto fue la de edu. fisica por q fue muy divertida,#educacionfisica,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Entendernos y darnos soporte emocional,62,88,15,Satisfacción/orgullo,Rara vez,Relación con los compañeros,6,11 a 13 años,Universitario,Mujer
12599929854,402650228,2021-04-23 09:51:05,2021-04-23 09:58:53,181.129.162.10,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Aprender más a compartir con mis compañeros,La mejor clase de mi vida,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,79,21,9,Esperanza,Con frecuencia,La forma como los profesores me evalúan,6,11 a 13 años,No se,Hombre
12599929641,402650228,2021-04-23 09:51:31,2021-04-23 09:58:36,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Mi experiencia fue  que el profesor nos enseñaba y me daba más curiosidad saber más de lo que me enseñaban,Mi curiosidad de aprender mas,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,80,21,50,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Mujer
12599929595,402650228,2021-04-23 09:51:11,2021-04-23 09:58:21,186.86.92.215,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gusta artistica porque le enseñan  cosas nuevas  y dibuja  ,La mejor clase,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,0,Felicidad,Una vez,La forma como los profesores me evalúan,6,11 a 13 años,Bachiller,Hombre
12599929570,402650228,2021-04-23 09:51:45,2021-04-23 09:59:08,181.60.112.124,,,,,Sí,CAUCA,Santa Teresita,te dio curiosidad por aprender más,Artística : porque me enseña a dibujar,La mejor clase de mi vida,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,49,100,100,Felicidad,Una vez,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Mujer
12599929542,402650228,2021-04-23 09:51:52,2021-04-23 09:58:22,201.219.246.67,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,"Aprendí cosas, muy bonitas y a convivir mas con mis amigos, aprender a sumar con objetos ya que soy un niño con alunas dificultades mis compañeros siempre me ayudan y mis profesores también  ",Aprendí a Convivir con mis compañeros,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,18,47,Felicidad,No se,El trabajo en equipo,6,11 a 13 años,Bachiller,Hombre
12599929238,402650228,2021-04-23 09:51:36,2021-04-23 09:58:17,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,me gusta mucho ingles   por la manera   que el profesor.  me explica,súper clase,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,16,13,52,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,6,11 a 13 años,No se,Mujer
12599928654,402650228,2021-04-23 09:51:11,2021-04-23 09:58:47,181.129.173.146,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Ami me gusta mucho artística por lo que hay que hacer manualidades y dibujos,Artística mi favorita,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,0,0,50,Felicidad,Con frecuencia,Relación con los compañeros,5,8 a 10 años,Bachiller,Mujer
12599928463,402650228,2021-04-23 09:51:53,2021-04-23 09:57:58,181.52.172.167,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Sobre los experimentos que se hacen en el colegio ,Aprendiendo sobre la ciencia ,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,49,49,Felicidad,Con frecuencia,El trabajo en equipo,6,11 a 13 años,Técnico,Mujer
12599928295,402650228,2021-04-23 09:51:21,2021-04-23 10:01:03,190.108.76.55,,,,,No,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Lo que mas me gusto es artistica porque me gusta la geometria y el arte y porque espl8ca muy bien asemos actividades ?? ,Lo mejor de mi vida,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,3,100,Felicidad,Con frecuencia,Relación con los profesores,6,11 a 13 años,No se,Mujer
12599928173,402650228,2021-04-23 09:54:15,2021-04-23 09:57:56,181.49.228.37,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gusto mucho las explicacio y las calse aprendi mucho,EL DIA QUE APRENDI MUCHO,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,23,100,Felicidad,Todo el tiempo,El trabajo en equipo,6,11 a 13 años,Bachiller,Mujer
12599927750,402650228,2021-04-23 09:51:09,2021-04-23 09:57:45,181.62.52.56,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gusta la clase de inglés porque el profe es muy divertido y nos coloca canciones actividades y también porque el inglés es muy chévere y divertidas y por eso es mi clase gavorita,El inglés es lo mejor,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,9,12,Felicidad,Con frecuencia,El trabajo en equipo,6,11 a 13 años,No se,Mujer
12599927178,402650228,2021-04-23 09:51:41,2021-04-23 09:57:34,181.52.172.75,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,La clase de educación física dónde me colocaron a jugar fútbol que  es lo que me gusta ,#la case que más me gusto,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,63,32,72,Felicidad,Con frecuencia,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12599927134,402650228,2021-04-23 09:51:06,2021-04-23 09:57:29,181.143.229.83,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Naturales por q ablamos sobre la naturaleza ,La Naturaleza,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,,17,50,Satisfacción/orgullo,Con frecuencia,El cuidado del medio ambiente,6,14 a 16 años,No se,Hombre
12599927113,402650228,2021-04-23 09:51:13,2021-04-23 09:58:37,201.219.246.67,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,me guto lo de la isada de bandera por que hablaron de muchas cosas buenas,la mejor isada de bandera,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,47,50,Felicidad,No se,Cómo resolver conflictos,6,11 a 13 años,No se,Hombre
